monster_code,OverrideNameTextID,NamePrefixID,OverridePartnerSkillTextID,IsPal,Tribe,BPClass,ZukanIndex,ZukanIndexSuffix,Size,Rarity,ElementType1,ElementType2,GenusCategory,Organization,weapon,WeaponEquip,HP,MeleeAttack,ShotAttack,Defense,Support,CraftSpeed,EnemyReceiveDamageRate,CaptureRateCorrect,ExpRatio,Price,AIResponse,AISightResponse,SlowWalkSpeed,WalkSpeed,RunSpeed,RideSprintSpeed,TransportSpeed,IsBoss,IsTowerBoss,BattleBGM,IgnoreLeanBack,IgnoreBlowAway,MaxFullStomach,FullStomachDecreaseRate,FoodAmount,ViewingDistance,ViewingAngle,HearingRate,NooseTrap,Nocturnal,BiologicalGrade,Predator,Edible,Stamina,MaleProbability,CombiRank,WorkSuitability_EmitFlame,WorkSuitability_Watering,WorkSuitability_Seeding,WorkSuitability_GenerateElectricity,WorkSuitability_Handcraft,WorkSuitability_Collection,WorkSuitability_Deforest,WorkSuitability_Mining,WorkSuitability_OilExtraction,WorkSuitability_ProductMedicine,WorkSuitability_Cool,WorkSuitability_Transport,WorkSuitability_MonsterFarm,PassiveSkill1,PassiveSkill2,PassiveSkill3,PassiveSkill4
BOSS_SaintCentaur,PAL_NAME_SaintCentaur,BOSS_NAME_SaintCentaur,PARTNERSKILL_SaintCentaur,True,EPalTribeID::SaintCentaur,BOSS_SaintCentaur,-1,,EPalSizeType::XL,20,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,260,110,120,145,100,100,0.1,0.7,10.0,8810.0,Boss,None,50,100,800,1400,450,True,False,EPalBattleBGMType::Legend,False,False,600,1.0,9,25,90,1.0,False,False,9,False,True,100,50,80,0,0,0,0,0,0,2,2,0,0,0,0,0,Legend,ElementBoost_Normal_2_PAL,None,None
BOSS_SakuraSaurus,PAL_NAME_SakuraSaurus,BOSS_NAME_SakuraSaurus,PARTNERSKILL_SakuraSaurus,True,EPalTribeID::SakuraSaurus,BOSS_SakuraSaurus,-1,,EPalSizeType::XL,7,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,120,80,90,100,120,100,0.2,0.7,10.0,2920.0,NotInterested,None,50,75,350,600,200,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,False,True,100,50,860,0,0,3,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_SakuraSaurus_Water,PAL_NAME_SakuraSaurus_Water,BOSS_NAME_SakuraSaurus_Water,PARTNERSKILL_SakuraSaurus_Water,True,EPalTribeID::SakuraSaurus_Water,BOSS_SakuraSaurus_Water,-1,,EPalSizeType::XL,8,EPalElementType::Leaf,EPalElementType::Water,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,120,80,95,100,120,100,0.2,0.7,10.0,3110.0,NotInterested,None,50,75,350,600,200,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,False,True,100,50,840,0,3,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_ScorpionMan,PAL_NAME_ScorpionMan,BOSS_NAME_ScorpionMan,PARTNERSKILL_ScorpionMan,True,EPalTribeID::ScorpionMan,BOSS_ScorpionMan,-1,,EPalSizeType::XL,0,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,0.2,0.7,10.0,8080.0,Boss,None,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1.0,4,25,90,1.0,False,True,9,False,True,100,50,0,0,0,0,0,0,1,3,0,2,1,0,0,0,None,None,None,None
BOSS_Serpent,PAL_NAME_Serpent,BOSS_NAME_Serpent,PARTNERSKILL_Serpent,True,EPalTribeID::Serpent,BOSS_Serpent,-1,,EPalSizeType::XL,4,EPalElementType::Water,EPalElementType::None,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,False,90,70,90,80,100,100,0.2,0.7,10.0,5050.0,NotInterested,None,100,200,500,750,350,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,True,True,100,50,560,0,2,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_Serpent_Ground,PAL_NAME_Serpent_Ground,BOSS_NAME_Serpent_Ground,PARTNERSKILL_Serpent_Ground,True,EPalTribeID::Serpent_Ground,BOSS_Serpent_Ground,-1,,EPalSizeType::XL,5,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,False,90,70,90,100,100,100,0.2,0.7,10.0,5140.0,NotInterested,None,100,200,500,750,350,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,True,True,100,50,550,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None
BOSS_SharkKid,PAL_NAME_SharkKid,BOSS_NAME_SharkKid,PARTNERSKILL_SharkKid,True,EPalTribeID::SharkKid,BOSS_SharkKid,-1,,EPalSizeType::M,2,EPalElementType::Water,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,90,90,75,100,100,0.2,0.7,10.0,1840.0,Boss,None,50,80,400,500,120,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,True,True,100,50,1090,0,2,0,0,1,0,0,0,0,0,0,1,0,None,None,None,None
BOSS_SharkKid_Fire,PAL_NAME_SharkKid_Fire,BOSS_NAME_SharkKid_Fire,PARTNERSKILL_SharkKid_Fire,True,EPalTribeID::SharkKid_Fire,BOSS_SharkKid_Fire,-1,,EPalSizeType::M,3,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,90,90,75,100,100,0.2,0.7,10.0,1800.0,Boss,None,50,80,400,500,120,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,True,True,100,50,1100,2,0,0,0,1,0,0,0,0,0,0,1,0,None,None,None,None
BOSS_SheepBall,PAL_NAME_SheepBall,BOSS_NAME_SheepBall,PARTNERSKILL_SheepBall,True,EPalTribeID::SheepBall,BOSS_SheepBall,-1,,EPalSizeType::M,1,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,70,70,100,100,0.4,1.05,10.0,1000.0,NotInterested,None,23,40,400,550,160,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1470,0,0,0,0,1,0,0,0,0,0,0,1,1,None,None,None,None
BOSS_SifuDog,PAL_NAME_SifuDog,BOSS_NAME_SifuDog,PARTNERSKILL_SifuDog,True,EPalTribeID::SifuDog,BOSS_SifuDog,-1,,EPalSizeType::XL,0,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,0.2,0.7,10.0,4440.0,Boss,None,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1.0,4,25,90,1.0,False,False,9,False,True,100,50,0,0,0,0,0,3,2,2,0,0,1,0,2,0,None,None,None,None
BOSS_SkyDragon,PAL_NAME_SkyDragon,BOSS_NAME_SkyDragon,PARTNERSKILL_SkyDragon,True,EPalTribeID::SkyDragon,BOSS_SkyDragon,-1,,EPalSizeType::XL,7,EPalElementType::Dragon,EPalElementType::None,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,False,105,100,100,100,100,100,0.2,0.7,10.0,6830.0,Boss,None,120,240,800,1050,470,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1.0,4,25,90,1.0,False,False,9,False,True,220,50,350,0,0,0,0,1,2,0,2,0,0,0,3,0,None,None,None,None
BOSS_SoldierBee,PAL_NAME_SoldierBee,BOSS_NAME_SoldierBee,PARTNERSKILL_SoldierBee,True,EPalTribeID::SoldierBee,BOSS_SoldierBee,-1,,EPalSizeType::XL,4,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,80,100,90,90,100,100,0.2,0.7,10.0,1880.0,Boss,None,125,250,450,550,350,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,False,True,100,10,1070,0,0,1,0,1,1,1,0,0,1,0,2,1,None,None,None,None
BOSS_Suzaku,PAL_NAME_Suzaku,BOSS_NAME_Suzaku,PARTNERSKILL_Suzaku,True,EPalTribeID::Suzaku,BOSS_Suzaku,-1,,EPalSizeType::XL,8,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,120,100,105,105,100,100,0.2,0.7,10.0,9840.0,Boss,None,100,200,850,1200,450,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1.0,8,25,90,1.0,False,False,9,False,True,350,50,50,3,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_Suzaku_Water,PAL_NAME_Suzaku_Water,BOSS_NAME_Suzaku_Water,PARTNERSKILL_Suzaku_Water,True,EPalTribeID::Suzaku_Water,BOSS_Suzaku_Water,-1,,EPalSizeType::XL,9,EPalElementType::Water,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,125,100,105,105,100,100,0.2,0.7,10.0,10110.0,Boss,None,100,200,850,1200,450,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1.0,8,25,90,1.0,False,False,9,False,True,350,50,30,0,3,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_SweetsSheep,PAL_NAME_SweetsSheep,BOSS_NAME_SweetsSheep,PARTNERSKILL_SweetsSheep,True,EPalTribeID::SweetsSheep,BOSS_SweetsSheep,-1,,EPalSizeType::XL,3,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,70,90,100,100,0.2,0.7,10.0,1450.0,NotInterested,None,50,100,300,400,200,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1190,0,0,0,0,0,0,0,0,0,0,0,0,1,None,None,None,None
BOSS_TentacleTurtle,PAL_NAME_TentacleTurtle,BOSS_NAME_TentacleTurtle,PARTNERSKILL_TentacleTurtle,True,EPalTribeID::TentacleTurtle,BOSS_TentacleTurtle,-1,,EPalSizeType::XL,0,EPalElementType::Water,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,0.2,0.7,10.0,2300.0,Boss,None,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1.0,4,25,90,1.0,False,False,9,False,True,100,50,0,0,0,0,0,0,0,0,1,0,0,0,2,0,None,None,None,None
BOSS_ThunderBird,PAL_NAME_ThunderBird,BOSS_NAME_ThunderBird,PARTNERSKILL_ThunderBird,True,EPalTribeID::ThunderBird,BOSS_ThunderBird,-1,,EPalSizeType::XL,6,EPalElementType::Electricity,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,105,100,115,80,100,100,0.2,0.7,10.0,7490.0,Boss,None,100,200,750,1300,375,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,True,True,160,50,220,0,0,0,2,0,1,0,0,0,0,0,3,0,None,None,None,None
BOSS_ThunderDog,PAL_NAME_ThunderDog,BOSS_NAME_ThunderDog,PARTNERSKILL_ThunderDog,True,EPalTribeID::ThunderDog,BOSS_ThunderDog,-1,,EPalSizeType::XL,5,EPalElementType::Electricity,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,90,100,100,80,100,100,0.2,0.7,10.0,3880.0,Boss,None,110,210,700,1200,455,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,True,True,100,50,740,0,0,0,2,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_ThunderDragonMan,PAL_NAME_ThunderDragonMan,BOSS_NAME_ThunderDragonMan,PARTNERSKILL_ThunderDragonMan,True,EPalTribeID::ThunderDragonMan,BOSS_ThunderDragonMan,-1,,EPalSizeType::XL,9,EPalElementType::Dragon,EPalElementType::Electricity,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,130,100,100,100,0.2,0.7,10.0,8320.0,Boss,None,100,185,900,1200,250,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,True,True,100,50,140,0,0,0,4,2,0,0,0,0,0,0,3,0,ElementBoost_Thunder_2_PAL,None,None,None
BOSS_Umihebi,PAL_NAME_Umihebi,BOSS_NAME_Umihebi,PARTNERSKILL_Umihebi,True,EPalTribeID::Umihebi,BOSS_Umihebi,-1,,EPalSizeType::XL,8,EPalElementType::Dragon,EPalElementType::Water,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,False,130,150,120,100,100,100,0.2,0.7,10.0,9320.0,Boss,None,100,175,525,800,350,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,True,True,100,50,310,0,4,0,0,0,0,0,0,0,0,0,0,0,ElementBoost_Aqua_2_PAL,None,None,None
BOSS_Umihebi_Fire,PAL_NAME_Umihebi_Fire,BOSS_NAME_Umihebi_Fire,PARTNERSKILL_Umihebi_Fire,True,EPalTribeID::Umihebi_Fire,BOSS_Umihebi_Fire,-1,,EPalSizeType::XL,9,EPalElementType::Dragon,EPalElementType::Fire,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,False,130,150,130,100,100,100,0.2,0.7,10.0,9320.0,Boss,None,100,175,525,800,350,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,True,True,100,50,315,4,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_VioletFairy,PAL_NAME_VioletFairy,BOSS_NAME_VioletFairy,PARTNERSKILL_VioletFairy,True,EPalTribeID::VioletFairy,BOSS_VioletFairy,-1,,EPalSizeType::XL,8,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,120,100,100,0.2,0.7,10.0,1960.0,NotInterested,None,100,150,400,550,275,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,False,True,100,50,1050,0,0,2,0,2,2,0,0,0,3,0,1,0,None,None,None,None
BOSS_VolcanicMonster,PAL_NAME_VolcanicMonster,BOSS_NAME_VolcanicMonster,PARTNERSKILL_VolcanicMonster,True,EPalTribeID::VolcanicMonster,BOSS_VolcanicMonster,-1,,EPalSizeType::XL,0,EPalElementType::Fire,EPalElementType::Earth,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,110,100,105,120,100,100,0.2,0.7,10.0,6940.0,Boss,None,50,80,390,650,235,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,True,True,100,50,320,3,0,0,0,0,0,0,3,0,0,0,0,0,None,None,None,None
BOSS_VolcanicMonster_Ice,PAL_NAME_VolcanicMonster_Ice,BOSS_NAME_VolcanicMonster_Ice,PARTNERSKILL_VolcanicMonster_Ice,True,EPalTribeID::VolcanicMonster_Ice,BOSS_VolcanicMonster_Ice,-1,,EPalSizeType::XL,7,EPalElementType::Ice,EPalElementType::Earth,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,110,100,105,130,100,100,0.2,0.7,10.0,7380.0,Boss,None,50,80,390,650,235,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,True,True,100,50,230,0,0,0,0,0,0,0,3,0,0,3,0,0,None,None,None,None
BOSS_WaterLizard,PAL_NAME_WaterLizard,BOSS_NAME_WaterLizard,PARTNERSKILL_WaterLizard,True,EPalTribeID::WaterLizard,BOSS_WaterLizard,-1,,EPalSizeType::XL,0,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,120,90,90,80,100,0.2,0.7,10.0,4040.0,Boss,None,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,False,True,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_WeaselDragon,PAL_NAME_WeaselDragon,BOSS_NAME_WeaselDragon,PARTNERSKILL_WeaselDragon,True,EPalTribeID::WeaselDragon,BOSS_WeaselDragon,-1,,EPalSizeType::XL,4,EPalElementType::Ice,EPalElementType::Dragon,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,90,100,80,80,100,100,0.4,0.7,10.0,3310.0,NotInterested,None,100,180,600,900,390,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,False,9,False,True,100,50,800,0,0,0,0,0,1,0,0,0,0,1,0,0,None,None,None,None
BOSS_Werewolf,PAL_NAME_Werewolf,BOSS_NAME_Werewolf,PARTNERSKILL_Werewolf,True,EPalTribeID::Werewolf,BOSS_Werewolf,-1,,EPalSizeType::XL,3,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,80,130,100,80,100,100,0.2,0.7,10.0,2400.0,Boss,None,100,150,600,800,375,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,True,9,True,True,100,50,950,0,0,0,0,2,0,0,0,0,0,0,0,0,None,None,None,None
BOSS_WhiteMoth,PAL_NAME_WhiteMoth,BOSS_NAME_WhiteMoth,PARTNERSKILL_WhiteMoth,True,EPalTribeID::WhiteMoth,BOSS_WhiteMoth,-1,,EPalSizeType::XL,7,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,110,90,90,100,90,100,0.2,0.7,10.0,5900.0,Boss,None,50,100,400,550,250,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1.0,5,25,90,1.0,False,False,9,False,True,100,50,450,0,0,0,0,0,0,0,0,0,2,2,0,1,None,None,None,None
BOSS_WhiteTiger,PAL_NAME_WhiteTiger,BOSS_NAME_WhiteTiger,PARTNERSKILL_WhiteTiger,True,EPalTribeID::WhiteTiger,BOSS_WhiteTiger,-1,,EPalSizeType::XL,7,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,140,100,110,100,100,0.2,0.7,10.0,8440.0,Boss,None,100,280,720,900,460,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,True,True,100,50,130,0,0,0,0,1,0,2,0,0,0,3,0,0,None,None,None,None
BOSS_WindChimes,PAL_NAME_WindChimes,BOSS_NAME_WindChimes,PARTNERSKILL_WindChimes,True,EPalTribeID::WindChimes,BOSS_WindChimes,-1,,EPalSizeType::XL,1,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,80,70,70,70,100,100,0.2,0.7,10.0,1020.0,NotInterested,None,50,100,400,550,250,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1420,0,0,0,0,1,1,0,0,0,0,0,2,0,None,None,None,None
BOSS_WindChimes_Ice,PAL_NAME_WindChimes_Ice,BOSS_NAME_WindChimes_Ice,PARTNERSKILL_WindChimes_Ice,True,EPalTribeID::WindChimes_Ice,BOSS_WindChimes_Ice,-1,,EPalSizeType::XL,2,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,80,70,80,70,100,100,0.2,0.7,10.0,1020.0,NotInterested,None,50,100,400,550,250,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1422,0,0,0,0,1,1,0,0,0,0,1,2,0,None,None,None,None
BOSS_WingGolem,PAL_NAME_WingGolem,BOSS_NAME_WingGolem,PARTNERSKILL_WingGolem,True,EPalTribeID::WingGolem,BOSS_WingGolem,-1,,EPalSizeType::XL,0,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,0.2,0.7,10.0,10380.0,Boss,None,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1.0,7,25,90,1.0,False,False,9,False,True,100,50,0,0,0,0,0,1,1,0,3,0,0,0,4,0,None,None,None,None
BOSS_WizardOwl,PAL_NAME_WizardOwl,BOSS_NAME_WizardOwl,PARTNERSKILL_WizardOwl,True,EPalTribeID::WizardOwl,BOSS_WizardOwl,-1,,EPalSizeType::M,1,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,70,80,100,100,0.4,0.7,10.0,1050.0,NotInterested,None,26,70,380,550,225,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1.0,3,25,90,1.0,False,True,9,False,True,100,50,1390,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None
BOSS_WoolFox,PAL_NAME_WoolFox,BOSS_NAME_WoolFox,PARTNERSKILL_WoolFox,True,EPalTribeID::WoolFox,BOSS_WoolFox,-1,,EPalSizeType::M,1,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,70,100,70,75,100,100,0.4,0.91,10.0,1420.0,NotInterested,None,20,40,300,450,170,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1.0,2,25,90,1.0,False,False,9,False,True,100,50,1455,0,0,0,0,0,1,0,0,0,0,0,0,1,None,None,None,None
BOSS_Yeti,PAL_NAME_Yeti,BOSS_NAME_Yeti,PARTNERSKILL_Yeti,True,EPalTribeID::Yeti,BOSS_Yeti,-1,,EPalSizeType::XL,7,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,140,100,80,100,100,100,0.2,0.7,10.0,5900.0,Boss,None,70,100,365,650,150,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1.0,8,25,90,1.0,False,False,9,True,True,100,50,460,0,0,0,0,2,0,3,0,0,0,2,4,0,None,None,None,None
BOSS_Yeti_Grass,PAL_NAME_Yeti_Grass,BOSS_NAME_Yeti_Grass,PARTNERSKILL_Yeti_Grass,True,EPalTribeID::Yeti_Grass,BOSS_Yeti_Grass,-1,,EPalSizeType::XL,8,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,140,100,80,110,100,100,0.2,0.7,10.0,5700.0,Boss,None,70,100,365,650,150,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1.0,8,25,90,1.0,False,False,9,True,True,100,50,480,0,0,1,0,2,0,3,0,0,0,0,4,0,None,None,None,None
BrownRabbit,None,None,None,True,EPalTribeID::BrownRabbit,BrownRabbit,-1,,EPalSizeType::S,0,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,1.0,1.0,1.0,2350.0,Escape_to_Battle,None,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Cute,False,False,225,1.0,3,25,90,1.0,False,False,0,False,True,100,50,0,0,0,0,0,2,2,0,1,1,0,0,1,0,None,None,None,None
ElecLion,None,None,None,True,EPalTribeID::ElecLion,ElecLion,-1,,EPalSizeType::M,0,EPalElementType::Electricity,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,110,70,100,100,1.0,1.0,1.0,4200.0,Warlike,None,85,85,800,1000,442,False,False,EPalBattleBGMType::Cool,False,False,350,1.0,5,25,90,1.0,False,False,0,False,True,100,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
FeatherOstrich,None,None,None,True,EPalTribeID::FeatherOstrich,FeatherOstrich,-1,,EPalSizeType::M,0,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,1.0,1.0,1.0,4610.0,Warlike,None,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Cool,False,False,300,1.0,4,25,90,1.0,False,False,0,False,True,100,50,0,0,0,0,0,0,2,0,0,0,0,0,0,0,None,None,None,None
GoldenHorse,None,None,None,True,EPalTribeID::GoldenHorse,GoldenHorse,-1,,EPalSizeType::L,0,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,1.0,1.0,1.0,7960.0,Warlike,None,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Strong,False,False,475,1.0,7,25,90,1.0,False,False,0,False,True,100,50,0,0,0,0,0,0,2,0,0,3,0,0,0,0,None,None,None,None
PinkKangaroo,None,None,None,True,EPalTribeID::PinkKangaroo,PinkKangaroo,-1,,EPalSizeType::M,0,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,1.0,1.0,1.0,3660.0,Escape_to_Battle,None,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Cute,False,False,350,1.0,5,25,90,1.0,False,False,0,False,True,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
ScorpionMan,None,None,None,True,EPalTribeID::ScorpionMan,ScorpionMan,-1,,EPalSizeType::L,0,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,1.0,1.0,1.0,8080.0,Warlike,None,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Cool,False,False,300,1.0,4,25,90,1.0,False,True,0,False,True,100,50,0,0,0,0,0,0,1,3,0,2,1,0,0,0,None,None,None,None
SifuDog,None,None,None,True,EPalTribeID::SifuDog,SifuDog,-1,,EPalSizeType::M,0,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,1.0,1.0,1.0,4440.0,NotInterested,None,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Cute,False,False,300,1.0,4,25,90,1.0,False,False,0,False,True,100,50,0,0,0,0,0,3,2,2,0,0,1,0,2,0,None,None,None,None
TentacleTurtle,None,None,None,True,EPalTribeID::TentacleTurtle,TentacleTurtle,-1,,EPalSizeType::S,0,EPalElementType::Water,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,1.0,1.0,1.0,2300.0,Warlike,None,-1,-1,-1,-1,-1,False,False,EPalBattleBGMType::Cool,False,False,300,1.0,4,25,90,1.0,False,False,0,False,True,100,50,0,0,0,0,0,0,0,0,1,0,0,0,2,0,None,None,None,None
