Item,OverrideName,OverrideDescription,IconName,TypeA,TypeB,Rank,Rarity,MaxStackCount,Weight,Price,SortID,bInTreasureBox,bNotConsumed,bEnableHandcraft,TechnologyTreeLock,ItemStaticClass,ItemDynamicClass,ItemActorClass,ItemStaticMeshName,VisualBlueprintClassName,VisualBlueprintClassSoft,DropItemType,Editor_RowNameHash,RestoreSatiety,RestoreConcentration,RestoreSanity,RestoreHealth,GrantEffect1Id,GrantEffect1Time,GrantEffect2Id,GrantEffect2Time,GrantEffect3Id,GrantEffect3Time,Durability,ElementType,bSleepWeapon,MagazineSize,SneakAttackRate,PhysicalAttackValue,HPValue,PhysicalDefenseValue,ShieldValue,MagicAttackValue,MagicDefenseValue,PassiveSkillName,WazaID,CorruptionFactor,FloatValue1
AssaultRifle_Default3,ITEM_NAME_AssaultRifle_Default1,ITEM_DESC_AssaultRifle_Default1,AssaultRifle_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponAssaultRifle,3,2,1,15.0,82400,522,False,True,False,0,CommonWeapon,CommonWeapon,NormalRifle,None,BP_Item_AssaultRifle_Default1,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_AssaultRifle_Default1.BP_Item_AssaultRifle_Default1_C', 'SubPathString': ''}",EPalDropItemType::None,-2084770155,0,0,0,0,0,0.0,0,0.0,0,0.0,2000,EPalElementType::None,False,26,1.0,448,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
AssaultRifle_Default4,ITEM_NAME_AssaultRifle_Default1,ITEM_DESC_AssaultRifle_Default1,AssaultRifle_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponAssaultRifle,3,3,1,15.0,82400,523,False,True,False,0,CommonWeapon,CommonWeapon,NormalRifle,None,BP_Item_AssaultRifle_Default1,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_AssaultRifle_Default1.BP_Item_AssaultRifle_Default1_C', 'SubPathString': ''}",EPalDropItemType::None,-143475784,0,0,0,0,0,0.0,0,0.0,0,0.0,2500,EPalElementType::None,False,28,1.0,512,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
AssaultRifle_Default5,ITEM_NAME_AssaultRifle_Default1,ITEM_DESC_AssaultRifle_Default1,AssaultRifle_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponAssaultRifle,3,4,1,15.0,82400,524,False,True,False,0,CommonWeapon,CommonWeapon,NormalRifle,None,BP_Item_AssaultRifle_Default1,"{'AssetPathName': '/Game/Pal/Blueprint/Item/VisualModel/BP_Item_AssaultRifle_Default1.BP_Item_AssaultRifle_Default1_C', 'SubPathString': ''}",EPalDropItemType::None,1066647366,0,0,0,0,0,0.0,0,0.0,0,0.0,3000,EPalElementType::None,False,30,1.0,560,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
PumpActionShotgun_2,ITEM_NAME_PumpActionShotgun,ITEM_DESC_PumpActionShotgun,ShotGun_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponShotgun,3,1,1,20.0,153600,411,False,True,False,0,CommonWeapon,CommonWeapon,PumpActionShotgun,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,801241375,0,0,0,0,0,0.0,0,0.0,0,0.0,250,EPalElementType::None,False,9,1.0,275,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
PumpActionShotgun_3,ITEM_NAME_PumpActionShotgun,ITEM_DESC_PumpActionShotgun,ShotGun_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponShotgun,3,2,1,20.0,153600,412,False,True,False,0,CommonWeapon,CommonWeapon,PumpActionShotgun,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1484671681,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,10,1.0,308,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
PumpActionShotgun_4,ITEM_NAME_PumpActionShotgun,ITEM_DESC_PumpActionShotgun,ShotGun_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponShotgun,3,3,1,20.0,153600,413,False,True,False,0,CommonWeapon,CommonWeapon,PumpActionShotgun,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1631822527,0,0,0,0,0,0.0,0,0.0,0,0.0,350,EPalElementType::None,False,11,1.0,352,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
PumpActionShotgun_5,ITEM_NAME_PumpActionShotgun,ITEM_DESC_PumpActionShotgun,ShotGun_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponShotgun,3,4,1,20.0,153600,414,False,True,False,0,CommonWeapon,CommonWeapon,PumpActionShotgun,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1408958076,0,0,0,0,0,0.0,0,0.0,0,0.0,400,EPalElementType::None,False,12,1.0,385,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
HandGun_Default_2,ITEM_NAME_HandGun_Default,ITEM_DESC_HandGun_Default,HandGun_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponHandgun,2,1,1,8.0,33000,311,False,True,False,0,CommonWeapon,CommonWeapon,NormalPistol,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,126761938,0,0,0,0,0,0.0,0,0.0,0,0.0,600,EPalElementType::None,False,10,1.0,437,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
HandGun_Default_3,ITEM_NAME_HandGun_Default,ITEM_DESC_HandGun_Default,HandGun_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponHandgun,2,2,1,8.0,33000,312,False,True,False,0,CommonWeapon,CommonWeapon,NormalPistol,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-807225318,0,0,0,0,0,0.0,0,0.0,0,0.0,800,EPalElementType::None,False,12,1.0,500,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
HandGun_Default_4,ITEM_NAME_HandGun_Default,ITEM_DESC_HandGun_Default,HandGun_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponHandgun,2,3,1,8.0,33000,313,False,True,False,0,CommonWeapon,CommonWeapon,NormalPistol,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1118016044,0,0,0,0,0,0.0,0,0.0,0,0.0,1000,EPalElementType::None,False,14,1.0,562,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
HandGun_Default_5,ITEM_NAME_HandGun_Default,ITEM_DESC_HandGun_Default,HandGun_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponHandgun,2,4,1,8.0,33000,314,False,True,False,0,CommonWeapon,CommonWeapon,NormalPistol,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,490232160,0,0,0,0,0,0.0,0,0.0,0,0.0,1200,EPalElementType::None,False,16,1.0,625,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Launcher_Default_2,ITEM_NAME_Launcher_Default,ITEM_DESC_Launcher_Default,Launcher_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponRocketLauncher,4,1,1,30.0,324000,601,False,True,False,0,CommonWeapon,CommonWeapon,NormalLauncher,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-713862127,0,0,0,0,0,0.0,0,0.0,0,0.0,400,EPalElementType::None,False,1,1.0,11000,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Launcher_Default_3,ITEM_NAME_Launcher_Default,ITEM_DESC_Launcher_Default,Launcher_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponRocketLauncher,4,2,1,30.0,324000,602,False,True,False,0,CommonWeapon,CommonWeapon,NormalLauncher,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,602360806,0,0,0,0,0,0.0,0,0.0,0,0.0,500,EPalElementType::None,False,1,1.0,12000,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Launcher_Default_4,ITEM_NAME_Launcher_Default,ITEM_DESC_Launcher_Default,Launcher_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponRocketLauncher,4,3,1,30.0,324000,603,False,True,False,0,CommonWeapon,CommonWeapon,NormalLauncher,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,768197770,0,0,0,0,0,0.0,0,0.0,0,0.0,600,EPalElementType::None,False,1,1.0,13000,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
Launcher_Default_5,ITEM_NAME_Launcher_Default,ITEM_DESC_Launcher_Default,Launcher_Default,EPalItemTypeA::Weapon,EPalItemTypeB::WeaponRocketLauncher,4,4,1,30.0,324000,604,False,True,False,0,CommonWeapon,CommonWeapon,NormalLauncher,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-29516463,0,0,0,0,0,0.0,0,0.0,0,0.0,700,EPalElementType::None,False,1,1.0,14000,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
ClothArmor_2,ITEM_NAME_ClothArmor,ITEM_DESC_ClothArmor,LeatherClothing,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,1,1,1,4.0,416,1011,False,False,False,0,CommonArmor,CommonArmor,ClothArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-261364720,0,0,0,0,0,0.0,0,0.0,0,0.0,200,EPalElementType::None,False,0,1.0,0,91,19,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
ClothArmor_3,ITEM_NAME_ClothArmor,ITEM_DESC_ClothArmor,LeatherClothing,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,1,2,1,4.0,480,1012,False,False,False,0,CommonArmor,CommonArmor,ClothArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1745427427,0,0,0,0,0,0.0,0,0.0,0,0.0,250,EPalElementType::None,False,0,1.0,0,98,21,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
ClothArmor_4,ITEM_NAME_ClothArmor,ITEM_DESC_ClothArmor,LeatherClothing,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,1,3,1,4.0,544,1013,False,False,False,0,CommonArmor,CommonArmor,ClothArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-463030665,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,0,1.0,0,105,22,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
ClothArmor_5,ITEM_NAME_ClothArmor,ITEM_DESC_ClothArmor,LeatherClothing,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,1,4,1,4.0,608,1014,False,False,False,0,CommonArmor,CommonArmor,ClothArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-302291400,0,0,0,0,0,0.0,0,0.0,0,0.0,350,EPalElementType::None,False,0,1.0,0,112,24,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
FurArmor_2,ITEM_NAME_FurArmor,ITEM_DESC_FurArmor,FurArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,2,1,1,10.0,468,1021,False,False,False,0,CommonArmor,CommonArmor,FurArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1779987907,0,0,0,0,0,0.0,0,0.0,0,0.0,400,EPalElementType::None,False,0,1.0,0,182,45,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
FurArmor_3,ITEM_NAME_FurArmor,ITEM_DESC_FurArmor,FurArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,2,2,1,10.0,540,1022,False,False,False,0,CommonArmor,CommonArmor,FurArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,2129293398,0,0,0,0,0,0.0,0,0.0,0,0.0,500,EPalElementType::None,False,0,1.0,0,196,49,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
FurArmor_4,ITEM_NAME_FurArmor,ITEM_DESC_FurArmor,FurArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,2,3,1,10.0,612,1023,False,False,False,0,CommonArmor,CommonArmor,FurArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,903664360,0,0,0,0,0,0.0,0,0.0,0,0.0,600,EPalElementType::None,False,0,1.0,0,210,52,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
FurArmor_5,ITEM_NAME_FurArmor,ITEM_DESC_FurArmor,FurArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,2,4,1,10.0,684,1024,False,False,False,0,CommonArmor,CommonArmor,FurArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1153822745,0,0,0,0,0,0.0,0,0.0,0,0.0,700,EPalElementType::None,False,0,1.0,0,224,56,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
CopperArmor_2,ITEM_NAME_CopperArmor,ITEM_DESC_CopperArmor,CopperArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,2,1,1,30.0,6396,1031,False,False,False,0,CommonArmor,CommonArmor,CopperArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,2047845429,0,0,0,0,0,0.0,0,0.0,0,0.0,900,EPalElementType::None,False,0,1.0,0,325,91,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
CopperArmor_3,ITEM_NAME_CopperArmor,ITEM_DESC_CopperArmor,CopperArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,2,2,1,30.0,7380,1032,False,False,False,0,CommonArmor,CommonArmor,CopperArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-464924546,0,0,0,0,0,0.0,0,0.0,0,0.0,1100,EPalElementType::None,False,0,1.0,0,350,98,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
CopperArmor_4,ITEM_NAME_CopperArmor,ITEM_DESC_CopperArmor,CopperArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,2,3,1,30.0,8364,1033,False,False,False,0,CommonArmor,CommonArmor,CopperArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-169103021,0,0,0,0,0,0.0,0,0.0,0,0.0,1300,EPalElementType::None,False,0,1.0,0,375,105,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
CopperArmor_5,ITEM_NAME_CopperArmor,ITEM_DESC_CopperArmor,CopperArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,2,4,1,30.0,9348,1034,False,False,False,0,CommonArmor,CommonArmor,CopperArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1149246954,0,0,0,0,0,0.0,0,0.0,0,0.0,1500,EPalElementType::None,False,0,1.0,0,400,112,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
IronArmor_2,ITEM_NAME_IronArmor,ITEM_DESC_IronArmor,IronArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,3,1,1,35.0,12792,1041,False,False,False,0,CommonArmor,CommonArmor,IronArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-703345036,0,0,0,0,0,0.0,0,0.0,0,0.0,2000,EPalElementType::None,False,0,1.0,0,650,195,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
IronArmor_3,ITEM_NAME_IronArmor,ITEM_DESC_IronArmor,IronArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,3,2,1,35.0,14760,1042,False,False,False,0,CommonArmor,CommonArmor,IronArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-19579752,0,0,0,0,0,0.0,0,0.0,0,0.0,2500,EPalElementType::None,False,0,1.0,0,700,210,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
IronArmor_4,ITEM_NAME_IronArmor,ITEM_DESC_IronArmor,IronArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,3,3,1,35.0,16728,1043,False,False,False,0,CommonArmor,CommonArmor,IronArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1026153533,0,0,0,0,0,0.0,0,0.0,0,0.0,3000,EPalElementType::None,False,0,1.0,0,750,225,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
IronArmor_5,ITEM_NAME_IronArmor,ITEM_DESC_IronArmor,IronArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,3,4,1,35.0,18696,1044,False,False,False,0,CommonArmor,CommonArmor,IronArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-347258879,0,0,0,0,0,0.0,0,0.0,0,0.0,3500,EPalElementType::None,False,0,1.0,0,800,240,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
StealArmor_2,ITEM_NAME_StealArmor,ITEM_DESC_StealArmor,StealArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,4,1,1,40.0,41990,1051,False,False,False,0,CommonArmor,CommonArmor,StealArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,889700138,0,0,0,0,0,0.0,0,0.0,0,0.0,7000,EPalElementType::None,False,0,1.0,0,975,286,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
StealArmor_3,ITEM_NAME_StealArmor,ITEM_DESC_StealArmor,StealArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,4,2,1,40.0,48450,1052,False,False,False,0,CommonArmor,CommonArmor,StealArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1629579286,0,0,0,0,0,0.0,0,0.0,0,0.0,9000,EPalElementType::None,False,0,1.0,0,1050,308,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
StealArmor_4,ITEM_NAME_StealArmor,ITEM_DESC_StealArmor,StealArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,4,3,1,40.0,54910,1053,False,False,False,0,CommonArmor,CommonArmor,StealArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,2071189220,0,0,0,0,0,0.0,0,0.0,0,0.0,11000,EPalElementType::None,False,0,1.0,0,1125,330,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
StealArmor_5,ITEM_NAME_StealArmor,ITEM_DESC_StealArmor,StealArmor,EPalItemTypeA::Armor,EPalItemTypeB::ArmorBody,4,4,1,40.0,61370,1054,False,False,False,0,CommonArmor,CommonArmor,StealArmor,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1276367745,0,0,0,0,0,0.0,0,0.0,0,0.0,13000,EPalElementType::None,False,0,1.0,0,1200,352,0,0,0,TemperatureResist_Cold1,EPalWazaID::None,0.0,0.0
FurHelmet_2,ITEM_NAME_FurHelmet,ITEM_DESC_FurHelmet,FurHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,1,1,5.0,234,1110,False,False,False,0,CommonArmor,CommonArmor,FurHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1188735669,0,0,0,0,0,0.0,0,0.0,0,0.0,260,EPalElementType::None,False,0,1.0,0,78,19,0,0,0,None,EPalWazaID::None,0.0,0.0
FurHelmet_3,ITEM_NAME_FurHelmet,ITEM_DESC_FurHelmet,FurHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,2,1,5.0,270,1110,False,False,False,0,CommonArmor,CommonArmor,FurHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1087611767,0,0,0,0,0,0.0,0,0.0,0,0.0,300,EPalElementType::None,False,0,1.0,0,84,21,0,0,0,None,EPalWazaID::None,0.0,0.0
FurHelmet_4,ITEM_NAME_FurHelmet,ITEM_DESC_FurHelmet,FurHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,3,1,5.0,306,1110,False,False,False,0,CommonArmor,CommonArmor,FurHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-715380908,0,0,0,0,0,0.0,0,0.0,0,0.0,340,EPalElementType::None,False,0,1.0,0,90,22,0,0,0,None,EPalWazaID::None,0.0,0.0
FurHelmet_5,ITEM_NAME_FurHelmet,ITEM_DESC_FurHelmet,FurHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,1,4,1,5.0,342,1110,False,False,False,0,CommonArmor,CommonArmor,FurHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1465097774,0,0,0,0,0,0.0,0,0.0,0,0.0,380,EPalElementType::None,False,0,1.0,0,96,24,0,0,0,None,EPalWazaID::None,0.0,0.0
CopperHelmet_2,ITEM_NAME_CopperHelmet,ITEM_DESC_CopperHelmet,CopperHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,2,1,1,10.0,3198,1120,False,False,False,0,CommonArmor,CommonArmor,CopperHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-345545876,0,0,0,0,0,0.0,0,0.0,0,0.0,910,EPalElementType::None,False,0,1.0,0,130,65,0,0,0,None,EPalWazaID::None,0.0,0.0
CopperHelmet_3,ITEM_NAME_CopperHelmet,ITEM_DESC_CopperHelmet,CopperHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,2,2,1,10.0,3690,1120,False,False,False,0,CommonArmor,CommonArmor,CopperHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1830999696,0,0,0,0,0,0.0,0,0.0,0,0.0,1050,EPalElementType::None,False,0,1.0,0,140,70,0,0,0,None,EPalWazaID::None,0.0,0.0
CopperHelmet_4,ITEM_NAME_CopperHelmet,ITEM_DESC_CopperHelmet,CopperHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,2,3,1,10.0,4182,1120,False,False,False,0,CommonArmor,CommonArmor,CopperHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-656888781,0,0,0,0,0,0.0,0,0.0,0,0.0,1190,EPalElementType::None,False,0,1.0,0,150,75,0,0,0,None,EPalWazaID::None,0.0,0.0
CopperHelmet_5,ITEM_NAME_CopperHelmet,ITEM_DESC_CopperHelmet,CopperHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,2,4,1,10.0,4674,1120,False,False,False,0,CommonArmor,CommonArmor,CopperHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-618416383,0,0,0,0,0,0.0,0,0.0,0,0.0,1330,EPalElementType::None,False,0,1.0,0,160,80,0,0,0,None,EPalWazaID::None,0.0,0.0
IronHelmet_2,ITEM_NAME_IronHelmet,ITEM_DESC_IronHelmet,IronHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,3,1,1,12.0,6812,1130,False,False,False,0,CommonArmor,CommonArmor,IronHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1656135085,0,0,0,0,0,0.0,0,0.0,0,0.0,1950,EPalElementType::None,False,0,1.0,0,325,130,0,0,0,None,EPalWazaID::None,0.0,0.0
IronHelmet_3,ITEM_NAME_IronHelmet,ITEM_DESC_IronHelmet,IronHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,3,2,1,12.0,7860,1130,False,False,False,0,CommonArmor,CommonArmor,IronHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-79330542,0,0,0,0,0,0.0,0,0.0,0,0.0,2250,EPalElementType::None,False,0,1.0,0,350,140,0,0,0,None,EPalWazaID::None,0.0,0.0
IronHelmet_4,ITEM_NAME_IronHelmet,ITEM_DESC_IronHelmet,IronHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,3,3,1,12.0,8908,1130,False,False,False,0,CommonArmor,CommonArmor,IronHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-159963522,0,0,0,0,0,0.0,0,0.0,0,0.0,2550,EPalElementType::None,False,0,1.0,0,375,150,0,0,0,None,EPalWazaID::None,0.0,0.0
IronHelmet_5,ITEM_NAME_IronHelmet,ITEM_DESC_IronHelmet,IronHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,3,4,1,12.0,9956,1130,False,False,False,0,CommonArmor,CommonArmor,IronHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,486657514,0,0,0,0,0,0.0,0,0.0,0,0.0,2850,EPalElementType::None,False,0,1.0,0,400,160,0,0,0,None,EPalWazaID::None,0.0,0.0
StealHelmet_2,ITEM_NAME_StealHelmet,ITEM_DESC_StealHelmet,StealHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,4,1,1,15.0,21034,1140,False,False,False,0,CommonArmor,CommonArmor,StealHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1292327958,0,0,0,0,0,0.0,0,0.0,0,0.0,6500,EPalElementType::None,False,0,1.0,0,455,195,0,0,0,None,EPalWazaID::None,0.0,0.0
StealHelmet_3,ITEM_NAME_StealHelmet,ITEM_DESC_StealHelmet,StealHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,4,2,1,15.0,24270,1140,False,False,False,0,CommonArmor,CommonArmor,StealHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-99307711,0,0,0,0,0,0.0,0,0.0,0,0.0,7500,EPalElementType::None,False,0,1.0,0,490,210,0,0,0,None,EPalWazaID::None,0.0,0.0
StealHelmet_4,ITEM_NAME_StealHelmet,ITEM_DESC_StealHelmet,StealHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,4,3,1,15.0,27506,1140,False,False,False,0,CommonArmor,CommonArmor,StealHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,-1640885506,0,0,0,0,0,0.0,0,0.0,0,0.0,8500,EPalElementType::None,False,0,1.0,0,525,225,0,0,0,None,EPalWazaID::None,0.0,0.0
StealHelmet_5,ITEM_NAME_StealHelmet,ITEM_DESC_StealHelmet,StealHelmet,EPalItemTypeA::Armor,EPalItemTypeB::ArmorHead,4,4,1,15.0,30742,1140,False,False,False,0,CommonArmor,CommonArmor,StealHelmet,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,2098062036,0,0,0,0,0,0.0,0,0.0,0,0.0,9500,EPalElementType::None,False,0,1.0,0,560,240,0,0,0,None,EPalWazaID::None,0.0,0.0
Blueprint_WeakerBow_2,None,None,Blueprint,EPalItemTypeA::Blueprint,EPalItemTypeB::Blueprint,1,1,9999,0.0,10000,7000,False,True,False,0,None,None,None,None,None,"{'AssetPathName': 'None', 'SubPathString': None}",EPalDropItemType::None,1619145009,0,0,0,0,0,0.0,0,0.0,0,0.0,0,EPalElementType::None,False,0,0.0,0,0,0,0,0,0,None,EPalWazaID::None,0.0,0.0
